2017-04-05 10:10:06.819,248
2017-04-05 10:10:21.583,249
2017-04-05 10:10:06.972,502
2017-04-05 10:10:17.498,5
2017-04-05 10:10:15.098,250
2017-04-05 10:10:14.509,251
2017-04-05 10:10:57.221,251
2017-04-05 10:10:05.114,248
2017-04-05 10:10:10.039,253
2017-04-05 10:10:21.914,247
2017-04-05 10:10:07.740,250
2017-04-05 10:10:18.382,249
2017-04-05 10:10:40.710,252
2017-04-05 10:10:00.901,251
2017-04-05 10:10:36.791,248
2017-04-05 10:10:02.878,251
2017-04-05 10:10:41.673,248
2017-04-05 10:10:16.491,247
2017-04-05 10:10:41.488,250
2017-04-05 10:10:14.370,247
2017-04-05 10:10:10.314,252
2017-04-05 10:10:26.001,249
2017-04-05 10:10:10.874,253
2017-04-05 10:10:48.484,246
2017-04-05 10:10:10.051,246
2017-04-05 10:10:49.319,251
2017-04-05 10:10:46.420,250
2017-04-05 10:10:35.758,250
2017-04-05 10:10:22.003,247
2017-04-05 10:10:53.370,246
2017-04-05 10:10:02.077,253
2017-04-05 10:10:01.743,248
2017-04-05 10:10:54.602,246
2017-04-05 10:10:34.230,248
2017-04-05 10:10:26.017,249
2017-04-05 10:10:32.238,246
2017-04-05 10:10:38.667,249
2017-04-05 10:10:47.038,247
2017-04-05 10:10:52.564,251
2017-04-05 10:10:25.256,248
2017-04-05 10:10:29.362,247
2017-04-05 10:10:14.045,249
2017-04-05 10:10:31.703,253
2017-04-05 10:10:40.524,247
2017-04-05 10:10:27.043,249
2017-04-05 10:10:13.482,247
2017-04-05 10:10:18.859,250
2017-04-05 10:10:05.483,250
2017-04-05 10:10:23.751,248
2017-04-05 10:10:08.799,247
2017-04-05 10:10:51.190,247
2017-04-05 10:10:08.968,251
2017-04-05 10:10:13.527,249
2017-04-05 10:10:06.931,251
2017-04-05 10:10:25.641,251
2017-04-05 10:10:55.440,248
2017-04-05 10:10:52.582,246
2017-04-05 10:10:55.284,249
2017-04-05 10:10:07.592,246
2017-04-05 10:10:38.609,247
2017-04-05 10:10:07.366,252
2017-04-05 10:10:57.236,249
2017-04-05 10:10:03.805,247
2017-04-05 10:10:07.286,248
2017-04-05 10:10:49.044,251
2017-04-05 10:10:41.724,251
2017-04-05 10:10:51.327,251
2017-04-05 10:10:19.968,247
2017-04-05 10:10:23.590,252
2017-04-05 10:10:13.992,246
2017-04-05 10:10:49.590,246
2017-04-05 10:10:51.375,247
2017-04-05 10:10:41.567,252
2017-04-05 10:10:42.832,250
2017-04-05 10:10:00.631,253
2017-04-05 10:10:40.924,251
2017-04-05 10:10:17.466,250
2017-04-05 10:10:05.993,249
2017-04-05 10:10:06.748,246
2017-04-05 10:10:23.244,246
2017-04-05 10:10:04.645,252
2017-04-05 10:10:40.614,250
2017-04-05 10:10:26.196,246
2017-04-05 10:10:13.145,246
2017-04-05 10:10:37.112,250
2017-04-05 10:10:44.681,250
2017-04-05 10:10:05.806,251
2017-04-05 10:10:36.859,247
2017-04-05 10:10:21.252,253
2017-04-05 10:10:23.836,246
2017-04-05 10:10:25.286,252
2017-04-05 10:10:09.354,250
2017-04-05 10:10:41.850,247
2017-04-05 10:10:17.435,248
2017-04-05 10:10:10.934,253
2017-04-05 10:10:48.285,248
2017-04-05 10:10:30.303,248
2017-04-05 10:10:51.966,247
2017-04-05 10:10:33.330,252
2017-04-05 10:10:03.528,249
2017-04-05 10:10:08.864,249
2017-04-05 10:10:55.591,250
2017-04-05 10:10:09.842,246
2017-04-05 10:10:26.638,247
2017-04-05 10:10:46.255,250
2017-04-05 10:10:53.305,248
2017-04-05 10:10:10.924,249
2017-04-05 10:10:03.156,246
2017-04-05 10:10:39.249,249
2017-04-05 10:10:10.970,250
2017-04-05 10:10:27.749,253
2017-04-05 10:10:22.667,247
2017-04-05 10:10:41.596,248
2017-04-05 10:10:34.380,251
2017-04-05 10:10:17.611,253
2017-04-05 10:10:32.097,247
2017-04-05 10:10:30.085,247
2017-04-05 10:10:52.992,250
2017-04-05 10:10:40.949,247
2017-04-05 10:10:49.551,251
2017-04-05 10:10:08.959,247
2017-04-05 10:10:42.990,248
2017-04-05 10:10:00.981,248
2017-04-05 10:10:40.399,246
2017-04-05 10:10:06.354,252
2017-04-05 10:10:06.864,249
2017-04-05 10:10:14.160,247
2017-04-05 10:10:28.930,251
2017-04-05 10:10:42.852,250
2017-04-05 10:10:04.275,251
2017-04-05 10:10:09.234,247
2017-04-05 10:10:27.580,251
2017-04-05 10:10:37.750,253
2017-04-05 10:10:52.845,247
2017-04-05 10:10:23.519,250
2017-04-05 10:10:29.059,251
2017-04-05 10:10:46.462,250
2017-04-05 10:10:34.727,247
2017-04-05 10:10:58.733,252
2017-04-05 10:10:25.901,248
2017-04-05 10:10:54.796,247
2017-04-05 10:10:45.436,246
2017-04-05 10:10:18.133,247
2017-04-05 10:10:06.316,249
2017-04-05 10:10:25.262,250
2017-04-05 10:10:48.695,249
2017-04-05 10:10:39.467,252
2017-04-05 10:10:48.088,249
2017-04-05 10:10:40.105,248
2017-04-05 10:10:56.715,246
2017-04-05 10:10:40.782,249
2017-04-05 10:10:02.207,247
2017-04-05 10:10:38.298,251
2017-04-05 10:10:16.000,249
2017-04-05 10:10:46.361,249
2017-04-05 10:10:24.929,250
2017-04-05 10:10:06.368,246
2017-04-05 10:10:04.971,247
2017-04-05 10:10:23.081,251
2017-04-05 10:10:42.660,246
2017-04-05 10:10:32.050,249
2017-04-05 10:10:15.719,251
2017-04-05 10:10:47.482,247
2017-04-05 10:10:13.811,246
2017-04-05 10:10:20.162,247
2017-04-05 10:10:36.457,248
2017-04-05 10:10:21.821,246
2017-04-05 10:10:52.800,251
2017-04-05 10:10:50.779,247
2017-04-05 10:10:13.772,247
2017-04-05 10:10:05.649,246
2017-04-05 10:10:44.727,251
2017-04-05 10:10:24.241,249
2017-04-05 10:10:48.532,250
2017-04-05 10:10:19.370,252
2017-04-05 10:10:06.823,249
2017-04-05 10:10:31.721,248
2017-04-05 10:10:20.391,251
2017-04-05 10:10:00.282,250
2017-04-05 10:10:07.699,247
2017-04-05 10:10:47.011,249
2017-04-05 10:10:19.749,246
2017-04-05 10:10:21.613,249
2017-04-05 10:10:48.469,250
2017-04-05 10:10:52.135,246
2017-04-05 10:10:23.974,251
2017-04-05 10:10:16.097,251
2017-04-05 10:10:03.500,248
2017-04-05 10:10:37.982,247
2017-04-05 10:10:03.204,249
2017-04-05 10:10:40.690,253
2017-04-05 10:10:20.616,247
2017-04-05 10:10:38.050,249
2017-04-05 10:10:13.651,246
2017-04-05 10:10:25.280,251
2017-04-05 10:10:00.278,250
